M/W,Season,Match,Y/M/D,Pool,Phase,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Men,2023,11,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Italy,Ukraine,3,0,25,25,25,-,-,23,16,16,-,-,ALL SETS,53,35,9,9,,35,7,27,69,9,7,16,32,9,15,50,74,8,2,33,43,25,6,33,21,1,47,69
Men,2023,11,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Italy,Ukraine,3,0,25,25,25,-,-,23,16,16,-,-,SET 1,18,9,7,2,,9,3,10,22,7,2,5,14,2,4,19,25,3,2,13,18,5,2,7,7,1,15,23
Men,2023,11,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Italy,Ukraine,3,0,25,25,25,-,-,23,16,16,-,-,SET 2,18,15,0,3,,15,1,13,29,0,2,6,8,3,6,15,24,2,0,12,14,14,2,17,11,0,18,29
Men,2023,11,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Italy,Ukraine,3,0,25,25,25,-,-,23,16,16,-,-,SET 3,17,11,2,4,,11,3,4,18,2,3,5,10,4,5,16,25,3,0,8,11,6,2,9,3,0,14,17
Men,2023,11,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Italy,0,3,23,16,16,-,-,25,25,25,-,-,SET 1,17,13,2,2,,13,8,7,28,2,3,3,8,2,5,16,23,3,2,16,21,6,3,10,4,0,23,27
Men,2023,11,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Italy,0,3,23,16,16,-,-,25,25,25,-,-,SET 2,9,9,0,0,,9,2,14,25,0,3,9,12,0,3,14,17,1,3,14,18,11,4,17,2,2,23,27
Men,2023,11,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Italy,0,3,23,16,16,-,-,25,25,25,-,-,SET 3,10,8,2,0,,8,4,7,19,2,4,1,7,0,5,11,16,2,4,14,20,3,3,8,2,1,17,20
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Germany,1,3,25,19,19,26,-,21,25,25,28,-,ALL SETS,51,39,7,5,,39,18,39,96,7,26,21,54,5,19,66,90,18,9,41,68,29,11,45,25,1,71,97
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Germany,1,3,25,19,19,26,-,21,25,25,28,-,SET 1,14,9,2,3,,9,4,10,23,2,5,4,11,3,7,14,24,4,1,9,14,6,0,8,4,0,20,24
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Germany,1,3,25,19,19,26,-,21,25,25,28,-,SET 2,15,12,2,1,,12,2,9,23,2,10,3,15,1,2,17,20,8,3,9,20,6,4,12,8,1,14,23
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Germany,1,3,25,19,19,26,-,21,25,25,28,-,SET 3,9,8,1,0,,8,8,13,29,1,5,6,12,0,4,15,19,3,2,14,19,9,3,13,10,0,19,29
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Germany,1,3,25,19,19,26,-,21,25,25,28,-,SET 4,13,10,2,1,,10,4,7,21,2,6,8,16,1,6,20,27,3,3,9,15,8,4,12,3,0,18,21
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Germany,Brazil,3,1,21,25,25,28,-,25,19,19,26,-,ALL SETS,68,49,10,9,,49,13,47,109,10,16,17,43,9,30,59,98,14,5,52,71,27,9,41,21,1,85,107
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Germany,Brazil,3,1,21,25,25,28,-,25,19,19,26,-,SET 1,12,9,2,1,,9,5,9,23,2,4,6,12,1,8,13,22,4,3,10,17,6,1,8,6,0,16,22
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Germany,Brazil,3,1,21,25,25,28,-,25,19,19,26,-,SET 2,19,14,2,3,,14,2,13,29,2,3,3,8,3,4,17,24,3,1,14,18,8,4,14,3,0,26,29
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Germany,Brazil,3,1,21,25,25,28,-,25,19,19,26,-,SET 3,17,11,4,2,,11,3,14,28,4,4,5,13,2,6,17,25,3,0,12,15,7,0,9,9,1,17,27
Men,2023,12,2023/10/3,A,Preliminary,Rio De Janeiro,Brazil,Germany,Brazil,3,1,21,25,25,28,-,25,19,19,26,-,SET 4,20,15,2,3,,15,3,11,29,2,5,3,10,3,12,12,27,4,1,16,21,6,4,10,3,0,26,29
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Czechia,Iran,3,1,25,25,21,25,-,17,22,25,20,-,ALL SETS,74,49,12,13,,49,15,46,110,12,21,13,46,13,15,68,96,14,5,54,73,25,13,47,14,3,94,111
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Czechia,Iran,3,1,25,25,21,25,-,17,22,25,20,-,SET 1,22,12,5,5,,12,1,14,27,5,3,1,9,5,4,16,25,2,0,13,15,6,3,11,4,2,23,29
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Czechia,Iran,3,1,25,25,21,25,-,17,22,25,20,-,SET 2,19,14,0,5,,14,3,11,28,0,7,1,8,5,4,15,24,4,1,13,18,5,1,11,5,0,24,29
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Czechia,Iran,3,1,25,25,21,25,-,17,22,25,20,-,SET 3,13,9,3,1,,9,6,13,28,3,8,5,16,1,3,18,22,8,2,11,21,6,4,10,3,0,23,26
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Czechia,Iran,3,1,25,25,21,25,-,17,22,25,20,-,SET 4,20,14,4,2,,14,5,8,27,4,3,6,13,2,4,19,25,0,2,17,19,8,5,15,2,1,24,27
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Iran,Czechia,1,3,17,22,25,20,-,25,25,21,25,-,ALL SETS,60,46,9,5,,46,19,33,98,9,25,29,63,5,11,69,85,11,13,57,81,27,19,53,20,2,79,101
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Iran,Czechia,1,3,17,22,25,20,-,25,25,21,25,-,SET 1,11,10,1,0,,10,6,7,23,1,6,8,15,0,1,16,17,3,5,13,21,6,5,12,3,0,21,24
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Iran,Czechia,1,3,17,22,25,20,-,25,25,21,25,-,SET 2,15,14,0,1,,14,0,6,20,0,8,9,17,1,5,17,23,3,5,12,20,7,6,14,8,0,14,22
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Iran,Czechia,1,3,17,22,25,20,-,25,25,21,25,-,SET 3,20,14,4,2,,14,7,8,29,4,4,6,14,2,3,19,24,2,1,16,19,9,4,14,6,1,23,30
Men,2023,13,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Iran,Czechia,1,3,17,22,25,20,-,25,25,21,25,-,SET 4,14,8,4,2,,8,6,12,26,4,7,6,17,2,2,17,21,3,2,16,21,5,4,13,3,1,21,25
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Germany,Italy,3,1,26,18,25,25,-,24,25,20,23,-,ALL SETS,69,54,13,2,,54,17,39,110,13,19,18,50,2,19,72,93,22,5,48,75,27,16,61,25,2,84,111
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Germany,Italy,3,1,26,18,25,25,-,24,25,20,23,-,SET 1,18,16,2,0,,16,6,9,31,2,3,3,8,0,8,17,25,9,0,10,19,8,3,15,9,0,23,32
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Germany,Italy,3,1,26,18,25,25,-,24,25,20,23,-,SET 2,15,13,2,0,,13,4,9,26,2,7,4,13,0,3,16,19,6,2,14,22,6,4,13,4,1,23,28
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Germany,Italy,3,1,26,18,25,25,-,24,25,20,23,-,SET 3,16,8,7,1,,8,4,14,26,7,6,6,19,1,3,20,24,3,1,11,15,10,4,18,7,1,19,27
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Germany,Italy,3,1,26,18,25,25,-,24,25,20,23,-,SET 4,20,17,2,1,,17,3,7,27,2,3,5,10,1,5,19,25,4,2,13,19,3,5,15,5,0,19,24
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Italy,Germany,1,3,24,25,20,23,-,26,18,25,25,-,ALL SETS,63,49,9,5,,49,19,38,106,9,18,23,50,5,18,70,93,15,2,57,74,35,17,57,38,0,67,105
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Italy,Germany,1,3,24,25,20,23,-,26,18,25,25,-,SET 1,13,10,3,0,,10,4,10,24,3,8,8,19,0,6,19,25,3,0,14,17,6,3,10,10,0,14,24
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Italy,Germany,1,3,24,25,20,23,-,26,18,25,25,-,SET 2,18,15,1,2,,15,2,9,26,1,6,5,12,2,2,20,24,3,0,13,16,11,5,16,11,0,14,25
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Italy,Germany,1,3,24,25,20,23,-,26,18,25,25,-,SET 3,14,11,2,1,,11,10,10,31,2,2,5,9,1,6,14,21,5,1,15,21,10,4,16,10,0,20,30
Men,2023,14,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Italy,Germany,1,3,24,25,20,23,-,26,18,25,25,-,SET 4,18,13,3,2,,13,3,9,25,3,2,5,10,2,4,17,23,4,1,15,20,8,5,15,7,0,19,26
Men,2023,15,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Qatar,3,0,25,25,25,-,-,21,21,16,-,-,ALL SETS,58,43,8,7,,43,11,22,76,8,15,11,34,7,11,56,74,9,0,41,50,21,6,33,10,0,63,73
Men,2023,15,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Qatar,3,0,25,25,25,-,-,21,21,16,-,-,SET 1,17,10,4,3,,10,5,4,19,4,3,4,11,3,3,19,25,4,0,12,16,5,3,10,3,0,15,18
Men,2023,15,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Qatar,3,0,25,25,25,-,-,21,21,16,-,-,SET 2,24,21,1,2,,21,3,9,33,1,9,4,14,2,4,18,24,4,0,17,21,9,2,15,5,0,27,32
Men,2023,15,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Qatar,3,0,25,25,25,-,-,21,21,16,-,-,SET 3,17,12,3,2,,12,3,9,24,3,3,3,9,2,4,19,25,1,0,12,13,7,1,8,2,0,21,23
Men,2023,15,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Qatar,Cuba,0,3,21,21,16,-,-,25,25,25,-,-,ALL SETS,42,34,8,0,,34,14,25,73,8,17,11,36,0,9,50,59,16,7,40,63,20,11,33,17,1,59,77
Men,2023,15,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Qatar,Cuba,0,3,21,21,16,-,-,25,25,25,-,-,SET 1,16,13,3,0,,13,5,8,26,3,7,0,10,0,5,16,21,6,3,13,22,7,2,9,5,1,21,27
Men,2023,15,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Qatar,Cuba,0,3,21,21,16,-,-,25,25,25,-,-,SET 2,16,13,3,0,,13,1,12,26,3,5,6,14,0,1,21,22,4,2,14,20,9,6,15,7,0,21,28
Men,2023,15,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Qatar,Cuba,0,3,21,21,16,-,-,25,25,25,-,-,SET 3,10,8,2,0,,8,8,5,21,2,5,5,12,0,3,13,16,6,2,13,21,4,3,9,5,0,17,22
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Ukraine,3,2,36,25,21,25,15,38,20,25,18,11,ALL SETS,83,65,12,6,,65,20,31,116,12,32,21,65,6,18,97,121,15,4,62,81,42,29,75,44,0,72,116
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Ukraine,3,2,36,25,21,25,15,38,20,25,18,11,SET 1,26,20,6,0,,20,5,9,34,6,13,6,25,0,7,29,36,3,1,25,29,9,7,16,14,0,22,36
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Ukraine,3,2,36,25,21,25,15,38,20,25,18,11,SET 2,15,12,2,1,,12,2,7,21,2,6,3,11,1,5,19,25,3,1,10,14,8,6,14,9,0,11,20
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Ukraine,3,2,36,25,21,25,15,38,20,25,18,11,SET 3,14,11,1,2,,11,7,9,27,1,6,5,12,2,1,18,21,4,2,13,19,10,7,19,11,0,15,26
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Ukraine,3,2,36,25,21,25,15,38,20,25,18,11,SET 4,16,11,3,2,,11,2,4,17,3,4,5,12,2,3,20,25,3,0,6,9,8,7,17,4,0,13,17
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Ukraine,3,2,36,25,21,25,15,38,20,25,18,11,SET 5,12,11,0,1,,11,4,2,17,0,3,2,5,1,2,11,14,2,0,8,10,7,2,9,6,0,11,17
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Brazil,2,3,38,20,25,18,11,36,25,21,25,15,ALL SETS,85,70,11,4,,70,16,42,128,11,23,12,46,4,31,78,113,16,6,80,102,36,35,79,30,4,95,129
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Brazil,2,3,38,20,25,18,11,36,25,21,25,15,SET 1,29,25,3,1,,25,6,9,40,3,9,2,14,1,9,28,38,6,0,23,29,11,9,23,10,1,28,39
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Brazil,2,3,38,20,25,18,11,36,25,21,25,15,SET 2,14,12,1,1,,12,6,4,22,1,3,1,5,1,6,13,20,2,1,17,20,5,9,16,5,0,19,24
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Brazil,2,3,38,20,25,18,11,36,25,21,25,15,SET 3,19,15,2,2,,15,1,11,27,2,4,4,10,2,6,17,25,4,2,14,20,10,4,16,6,1,19,26
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Brazil,2,3,38,20,25,18,11,36,25,21,25,15,SET 4,15,13,2,0,,13,3,10,26,2,6,4,12,0,8,10,18,3,2,17,22,6,5,12,6,1,19,26
Men,2023,16,2023/10/4,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Brazil,2,3,38,20,25,18,11,36,25,21,25,15,SET 5,8,5,3,0,,5,0,8,13,3,1,1,5,0,2,10,12,1,1,9,11,4,8,12,3,1,10,14
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Cuba,3,1,23,25,25,25,-,25,18,20,20,-,ALL SETS,66,47,13,6,,47,15,26,88,13,20,21,54,6,17,74,97,16,3,47,66,19,11,39,13,1,73,87
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Cuba,3,1,23,25,25,25,-,25,18,20,20,-,SET 1,13,11,2,0,,11,3,10,24,2,8,3,13,0,5,18,23,9,2,7,18,5,7,15,8,0,16,24
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Cuba,3,1,23,25,25,25,-,25,18,20,20,-,SET 2,19,15,3,1,,15,2,4,21,3,3,4,10,1,6,18,25,4,1,10,15,7,2,11,3,1,18,22
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Cuba,3,1,23,25,25,25,-,25,18,20,20,-,SET 3,16,11,2,3,,11,2,8,21,2,4,7,13,3,3,18,24,2,0,15,17,3,0,4,0,0,21,21
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Cuba,3,1,23,25,25,25,-,25,18,20,20,-,SET 4,18,10,6,2,,10,8,4,22,6,5,7,18,2,3,20,25,1,0,15,16,4,2,9,2,0,18,20
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Brazil,1,3,25,18,20,20,-,23,25,25,25,-,ALL SETS,56,46,7,3,,46,26,33,105,7,17,13,37,3,18,63,84,19,6,55,80,19,9,35,16,0,84,100
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Brazil,1,3,25,18,20,20,-,23,25,25,25,-,SET 1,16,14,0,2,,14,4,7,25,0,2,7,9,2,7,16,25,2,0,16,18,6,4,13,3,0,22,25
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Brazil,1,3,25,18,20,20,-,23,25,25,25,-,SET 2,11,8,2,1,,8,6,8,22,2,3,2,7,1,3,14,18,6,1,12,19,3,4,9,4,0,17,21
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Brazil,1,3,25,18,20,20,-,23,25,25,25,-,SET 3,15,15,0,0,,15,7,8,30,0,8,4,12,0,4,17,21,5,3,13,21,5,0,6,4,0,24,28
Men,2023,17,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Brazil,1,3,25,18,20,20,-,23,25,25,25,-,SET 4,14,9,5,0,,9,9,10,28,5,4,0,9,0,4,16,20,6,2,14,22,5,1,7,5,0,21,26
Men,2023,18,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Iran,Italy,0,3,22,22,23,-,-,25,25,25,-,-,ALL SETS,43,34,7,2,,34,22,29,85,7,13,19,39,2,14,52,68,11,4,41,56,28,17,48,17,0,66,83
Men,2023,18,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Iran,Italy,0,3,22,22,23,-,-,25,25,25,-,-,SET 1,12,9,3,0,,9,4,13,26,3,3,4,10,0,7,15,22,3,3,12,18,8,6,14,7,0,17,24
Men,2023,18,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Iran,Italy,0,3,22,22,23,-,-,25,25,25,-,-,SET 2,14,11,2,1,,11,9,9,29,2,5,5,12,1,4,18,23,4,0,13,17,10,6,17,7,0,21,28
Men,2023,18,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Iran,Italy,0,3,22,22,23,-,-,25,25,25,-,-,SET 3,17,14,2,1,,14,9,7,30,2,5,10,17,1,3,19,23,4,1,16,21,10,5,17,3,0,28,31
Men,2023,18,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Italy,Iran,3,0,25,25,25,-,-,22,22,23,-,-,ALL SETS,52,35,13,4,,35,11,33,79,13,14,10,37,4,18,52,74,6,2,46,54,29,19,50,14,1,67,82
Men,2023,18,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Italy,Iran,3,0,25,25,25,-,-,22,22,23,-,-,SET 1,15,11,1,3,,11,4,8,23,1,4,3,8,3,7,15,25,2,0,13,15,12,6,18,5,1,19,25
Men,2023,18,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Italy,Iran,3,0,25,25,25,-,-,22,22,23,-,-,SET 2,17,12,5,0,,12,3,9,24,5,4,4,13,0,7,17,24,2,1,16,19,7,5,13,4,0,21,25
Men,2023,18,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Italy,Iran,3,0,25,25,25,-,-,22,22,23,-,-,SET 3,20,12,7,1,,12,4,16,32,7,6,3,16,1,4,20,25,2,1,17,20,10,8,19,5,0,27,32
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Qatar,Ukraine,1,3,22,29,24,21,-,25,27,26,25,-,ALL SETS,71,53,12,6,,53,27,35,115,12,23,20,55,6,15,76,97,13,5,66,84,37,15,55,20,1,94,115
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Qatar,Ukraine,1,3,22,29,24,21,-,25,27,26,25,-,SET 1,19,15,2,2,,15,7,6,28,2,5,2,9,2,3,17,22,4,2,17,23,7,3,10,6,1,21,28
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Qatar,Ukraine,1,3,22,29,24,21,-,25,27,26,25,-,SET 2,21,15,6,0,,15,5,6,26,6,6,7,19,0,5,24,29,4,1,16,21,9,5,16,4,0,20,24
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Qatar,Ukraine,1,3,22,29,24,21,-,25,27,26,25,-,SET 3,14,7,4,3,,7,7,16,30,4,6,4,14,3,2,19,24,2,2,16,20,11,5,16,4,0,27,31
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Qatar,Ukraine,1,3,22,29,24,21,-,25,27,26,25,-,SET 4,17,16,0,1,,16,8,7,31,0,6,7,13,1,5,16,22,3,0,17,20,10,2,13,6,0,26,32
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Qatar,3,1,25,27,26,25,-,22,29,24,21,-,ALL SETS,66,52,9,5,,52,17,42,111,9,19,18,46,5,18,79,102,16,6,60,82,32,17,53,31,0,78,109
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Qatar,3,1,25,27,26,25,-,22,29,24,21,-,SET 1,16,11,3,2,,11,2,7,20,3,6,0,9,2,2,21,25,4,2,13,19,4,5,10,7,0,14,21
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Qatar,3,1,25,27,26,25,-,22,29,24,21,-,SET 2,19,15,3,1,,15,8,12,35,3,3,4,10,1,6,20,27,6,0,18,24,9,5,16,10,0,23,33
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Qatar,3,1,25,27,26,25,-,22,29,24,21,-,SET 3,18,14,2,2,,14,7,12,33,2,4,8,14,2,6,18,26,4,3,15,22,13,3,17,4,0,28,32
Men,2023,19,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Ukraine,Qatar,3,1,25,27,26,25,-,22,29,24,21,-,SET 4,13,12,1,0,,12,0,11,23,1,6,6,13,0,4,20,24,2,1,14,17,6,4,10,10,0,13,23
Men,2023,20,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Czechia,Germany,0,3,23,18,17,-,-,25,25,25,-,-,ALL SETS,39,34,2,3,,34,14,23,71,2,13,12,27,3,18,39,60,20,3,36,59,16,19,36,21,2,50,73
Men,2023,20,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Czechia,Germany,0,3,23,18,17,-,-,25,25,25,-,-,SET 1,14,11,1,2,,11,4,10,25,1,5,8,14,2,8,14,24,6,1,12,19,7,5,13,4,0,21,25
Men,2023,20,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Czechia,Germany,0,3,23,18,17,-,-,25,25,25,-,-,SET 2,14,12,1,1,,12,7,11,30,1,4,2,7,1,5,12,18,7,0,15,22,6,6,12,12,0,18,30
Men,2023,20,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Czechia,Germany,0,3,23,18,17,-,-,25,25,25,-,-,SET 3,11,11,0,0,,11,3,2,16,0,4,2,6,0,5,13,18,7,2,9,18,3,8,11,5,2,11,18
Men,2023,20,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Germany,Czechia,3,0,25,25,25,-,-,23,18,17,-,-,ALL SETS,45,38,4,3,,38,6,18,62,4,15,10,29,3,14,56,73,10,3,29,42,18,18,41,9,1,52,62
Men,2023,20,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Germany,Czechia,3,0,25,25,25,-,-,23,18,17,-,-,SET 1,14,12,1,1,,12,4,12,28,1,8,6,15,1,5,18,24,5,2,9,16,11,2,14,4,1,24,29
Men,2023,20,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Germany,Czechia,3,0,25,25,25,-,-,23,18,17,-,-,SET 2,15,13,2,0,,13,2,4,19,2,4,4,10,0,3,22,25,5,1,7,13,6,8,17,3,0,16,19
Men,2023,20,2023/10/6,A,Preliminary,Rio De Janeiro,Brazil,Germany,Czechia,3,0,25,25,25,-,-,23,18,17,-,-,SET 3,16,13,1,2,,13,0,2,15,1,3,0,4,2,6,16,24,0,0,13,13,1,8,10,2,0,12,14
Men,2023,21,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Iran,3,0,25,25,25,-,-,19,20,23,-,-,ALL SETS,53,35,10,8,,35,10,18,63,10,13,6,29,8,13,52,73,12,4,35,51,15,7,26,23,1,36,60
Men,2023,21,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Iran,3,0,25,25,25,-,-,19,20,23,-,-,SET 1,16,8,4,4,,8,2,6,16,4,1,1,6,4,6,14,24,3,1,11,15,2,4,8,6,0,10,16
Men,2023,21,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Iran,3,0,25,25,25,-,-,19,20,23,-,-,SET 2,20,12,4,4,,12,3,4,19,4,7,2,13,4,4,17,25,2,2,13,17,4,2,6,8,0,10,18
Men,2023,21,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Brazil,Iran,3,0,25,25,25,-,-,19,20,23,-,-,SET 3,17,15,2,0,,15,5,8,28,2,5,3,10,0,3,21,24,7,1,11,19,9,1,12,9,1,16,26
Men,2023,21,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Iran,Brazil,0,3,19,20,23,-,-,25,25,25,-,-,ALL SETS,42,32,6,4,,32,18,18,68,6,10,3,19,4,13,47,64,15,8,37,60,22,9,31,23,1,48,72
Men,2023,21,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Iran,Brazil,0,3,19,20,23,-,-,25,25,25,-,-,SET 1,11,9,1,1,,9,8,3,20,1,2,1,4,1,5,14,20,5,4,9,18,7,4,11,5,0,15,20
Men,2023,21,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Iran,Brazil,0,3,19,20,23,-,-,25,25,25,-,-,SET 2,14,11,1,2,,11,6,4,21,1,4,0,5,2,3,15,20,4,4,13,21,6,2,8,8,0,14,22
Men,2023,21,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Iran,Brazil,0,3,19,20,23,-,-,25,25,25,-,-,SET 3,17,12,4,1,,12,4,11,27,4,4,2,10,1,5,18,24,6,0,15,21,9,3,12,10,1,19,30
Men,2023,22,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Italy,3,1,25,21,27,29,-,22,25,25,27,-,ALL SETS,68,55,12,1,,55,16,35,106,12,18,21,51,1,21,79,101,12,2,59,73,33,31,68,8,0,99,107
Men,2023,22,2023/10/7,A,Preliminary,Rio De Janeiro,Brazil,Cuba,Italy,3,1,25,21,27,29,-,22,25,25,27,-,SET 1,18,15,3,0,,15,3,9,27,3,6,1,10,0,5,19,24,4,0,15,19,8,5,14,3,0,24,27
