M/W,Season,Match,Y/M/D,Pool,Phase,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Women,2023,12,2023/9/19,B,Preliminary,Tokyo,Japan,Japan,Puerto Rico,3,0,25,25,25,-,-,23,21,13,-,-,SET 1,19,16,1,2,,16,2,23,41,1,6,9,16,2,1,21,24,4,1,16,21,16,9,31,6,0,34,40
Women,2023,12,2023/9/19,B,Preliminary,Tokyo,Japan,Japan,Puerto Rico,3,0,25,25,25,-,-,23,21,13,-,-,SET 2,18,15,1,2,,15,8,24,47,1,6,7,14,2,0,24,26,4,1,14,19,20,3,33,6,0,39,45
Women,2023,12,2023/9/19,B,Preliminary,Tokyo,Japan,Japan,Puerto Rico,3,0,25,25,25,-,-,23,21,13,-,-,SET 3,22,21,0,1,,21,4,13,38,0,0,4,4,1,3,20,24,3,0,10,13,20,3,28,6,0,31,37
Women,2023,12,2023/9/19,B,Preliminary,Tokyo,Japan,Puerto Rico,Japan,0,3,23,21,13,-,-,25,25,25,-,-,ALL SETS,45,36,7,2,,36,9,69,114,7,20,18,45,2,6,51,59,13,5,52,70,42,11,70,12,3,104,119
Women,2023,12,2023/9/19,B,Preliminary,Tokyo,Japan,Puerto Rico,Japan,0,3,23,21,13,-,-,25,25,25,-,-,SET 1,20,18,1,1,,18,3,19,40,1,5,7,13,1,3,20,24,7,2,14,23,18,6,29,4,1,37,42
Women,2023,12,2023/9/19,B,Preliminary,Tokyo,Japan,Puerto Rico,Japan,0,3,23,21,13,-,-,25,25,25,-,-,SET 2,18,12,5,1,,12,5,28,45,5,8,5,18,1,2,18,21,3,2,21,26,17,3,28,5,1,41,47
Women,2023,12,2023/9/19,B,Preliminary,Tokyo,Japan,Puerto Rico,Japan,0,3,23,21,13,-,-,25,25,25,-,-,SET 3,7,6,1,0,,6,1,22,29,1,7,6,14,0,1,13,14,3,1,17,21,7,2,13,3,1,26,30
Women,2023,13,2023/9/20,B,Preliminary,Tokyo,Japan,Belgium,Peru,3,0,25,25,25,-,-,12,13,21,-,-,ALL SETS,58,48,6,4,,48,9,37,94,6,4,20,30,4,11,58,73,11,3,26,40,61,15,83,31,1,63,95
Women,2023,13,2023/9/20,B,Preliminary,Tokyo,Japan,Belgium,Peru,3,0,25,25,25,-,-,12,13,21,-,-,SET 1,18,15,2,1,,15,2,13,30,2,1,9,12,1,4,19,24,4,0,6,10,20,4,24,11,0,18,29
Women,2023,13,2023/9/20,B,Preliminary,Tokyo,Japan,Belgium,Peru,3,0,25,25,25,-,-,12,13,21,-,-,SET 2,20,16,3,1,,16,3,14,33,3,2,7,12,1,0,24,25,3,1,8,12,24,6,35,11,1,22,34
Women,2023,13,2023/9/20,B,Preliminary,Tokyo,Japan,Belgium,Peru,3,0,25,25,25,-,-,12,13,21,-,-,SET 3,20,17,1,2,,17,4,10,31,1,1,4,6,2,7,15,24,4,2,12,18,17,5,24,9,0,23,32
Women,2023,13,2023/9/20,B,Preliminary,Tokyo,Japan,Peru,Belgium,0,3,12,13,21,-,-,25,25,25,-,-,ALL SETS,28,22,3,3,,22,15,69,106,3,7,8,18,3,8,37,48,13,4,45,62,38,33,78,15,0,91,106
Women,2023,13,2023/9/20,B,Preliminary,Tokyo,Japan,Peru,Belgium,0,3,12,13,21,-,-,25,25,25,-,-,SET 1,7,6,1,0,,6,6,23,35,1,0,1,2,0,3,10,13,4,1,15,20,11,12,25,4,0,32,36
Women,2023,13,2023/9/20,B,Preliminary,Tokyo,Japan,Peru,Belgium,0,3,12,13,21,-,-,25,25,25,-,-,SET 2,9,8,0,1,,8,7,29,44,0,6,4,10,1,1,11,13,7,1,17,25,16,6,24,7,0,34,41
Women,2023,13,2023/9/20,B,Preliminary,Tokyo,Japan,Peru,Belgium,0,3,12,13,21,-,-,25,25,25,-,-,SET 3,12,8,2,2,,8,2,17,27,2,1,3,6,2,4,16,22,2,2,13,17,11,15,29,4,0,25,29
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Argentina,Türkiye,1,3,16,25,15,15,-,25,22,25,25,-,ALL SETS,44,36,7,1,,36,23,69,128,7,8,13,28,1,9,62,72,7,8,65,80,47,14,74,18,1,105,124
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Argentina,Türkiye,1,3,16,25,15,15,-,25,22,25,25,-,SET 1,10,7,3,0,,7,4,27,38,3,2,4,9,0,1,15,16,0,2,19,21,16,3,22,4,0,33,37
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Argentina,Türkiye,1,3,16,25,15,15,-,25,22,25,25,-,SET 2,18,14,3,1,,14,6,16,36,3,4,3,10,1,3,21,25,3,1,15,19,13,4,20,5,0,29,34
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Argentina,Türkiye,1,3,16,25,15,15,-,25,22,25,25,-,SET 3,6,6,0,0,,6,6,13,25,0,2,2,4,0,4,11,15,2,3,15,20,6,3,14,2,0,21,23
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Argentina,Türkiye,1,3,16,25,15,15,-,25,22,25,25,-,SET 4,10,9,1,0,,9,7,13,29,1,0,4,5,0,1,15,16,2,2,16,20,12,4,18,7,1,22,30
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Türkiye,Argentina,3,1,25,22,25,25,-,16,25,15,15,-,ALL SETS,79,56,15,8,,56,14,51,121,15,14,20,49,8,16,72,96,26,1,36,63,53,9,70,27,1,83,111
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Türkiye,Argentina,3,1,25,22,25,25,-,16,25,15,15,-,SET 1,22,18,2,2,,18,4,15,37,2,2,8,12,2,4,19,25,4,0,11,15,18,1,25,3,0,30,33
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Türkiye,Argentina,3,1,25,22,25,25,-,16,25,15,15,-,SET 2,16,12,3,1,,12,5,14,31,3,6,4,13,1,3,18,22,11,1,10,22,11,4,16,9,0,23,32
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Türkiye,Argentina,3,1,25,22,25,25,-,16,25,15,15,-,SET 3,20,12,5,3,,12,3,8,23,5,4,3,12,3,5,17,25,5,0,6,11,13,1,15,9,1,13,23
Women,2023,14,2023/9/20,B,Preliminary,Tokyo,Japan,Türkiye,Argentina,3,1,25,22,25,25,-,16,25,15,15,-,SET 4,21,14,5,2,,14,2,14,30,5,2,5,12,2,4,18,24,6,0,9,15,11,3,14,6,0,17,23
Women,2023,15,2023/9/20,B,Preliminary,Tokyo,Japan,Brazil,Puerto Rico,3,0,25,25,25,-,-,21,15,9,-,-,ALL SETS,64,46,13,5,,46,12,21,79,13,5,15,33,5,7,62,74,17,1,26,44,37,6,49,21,0,58,79
Women,2023,15,2023/9/20,B,Preliminary,Tokyo,Japan,Brazil,Puerto Rico,3,0,25,25,25,-,-,21,15,9,-,-,SET 1,19,16,2,1,,16,8,4,28,2,3,4,9,1,3,21,25,7,0,13,20,9,3,13,7,0,21,28
Women,2023,15,2023/9/20,B,Preliminary,Tokyo,Japan,Brazil,Puerto Rico,3,0,25,25,25,-,-,21,15,9,-,-,SET 2,23,14,6,3,,14,3,11,28,6,1,5,12,3,0,21,24,4,1,10,15,15,2,20,4,0,23,27
Women,2023,15,2023/9/20,B,Preliminary,Tokyo,Japan,Brazil,Puerto Rico,3,0,25,25,25,-,-,21,15,9,-,-,SET 3,22,16,5,1,,16,1,6,23,5,1,6,12,1,4,20,25,6,0,3,9,13,1,16,10,0,14,24
Women,2023,15,2023/9/20,B,Preliminary,Tokyo,Japan,Puerto Rico,Brazil,0,3,21,15,9,-,-,25,25,25,-,-,ALL SETS,28,25,2,1,,25,21,42,88,2,18,4,24,1,2,43,46,7,5,55,67,20,6,32,9,1,78,88
Women,2023,15,2023/9/20,B,Preliminary,Tokyo,Japan,Puerto Rico,Brazil,0,3,21,15,9,-,-,25,25,25,-,-,SET 1,11,10,1,0,,10,6,9,25,1,7,2,10,0,1,20,21,3,1,18,22,3,3,8,2,1,21,24
Women,2023,15,2023/9/20,B,Preliminary,Tokyo,Japan,Puerto Rico,Brazil,0,3,21,15,9,-,-,25,25,25,-,-,SET 2,13,11,1,1,,11,7,20,38,1,7,1,9,1,1,14,16,3,3,18,24,13,0,14,5,0,33,38
Women,2023,15,2023/9/20,B,Preliminary,Tokyo,Japan,Puerto Rico,Brazil,0,3,21,15,9,-,-,25,25,25,-,-,SET 3,4,4,0,0,,4,8,13,25,0,4,1,5,0,0,9,9,1,1,19,21,4,3,10,2,0,24,26
Women,2023,16,2023/9/20,B,Preliminary,Tokyo,Japan,Bulgaria,Japan,0,3,20,13,11,-,-,25,25,25,-,-,ALL SETS,31,29,1,1,,29,15,51,95,1,13,17,31,1,6,39,46,12,6,49,67,34,16,54,9,3,87,99
Women,2023,16,2023/9/20,B,Preliminary,Tokyo,Japan,Bulgaria,Japan,0,3,20,13,11,-,-,25,25,25,-,-,SET 1,14,13,1,0,,13,4,20,37,1,6,6,13,0,3,18,21,5,1,16,22,16,8,25,4,0,34,38
Women,2023,16,2023/9/20,B,Preliminary,Tokyo,Japan,Bulgaria,Japan,0,3,20,13,11,-,-,25,25,25,-,-,SET 2,9,9,0,0,,9,4,16,29,0,3,6,9,0,2,11,13,5,3,14,22,7,5,14,2,0,26,28
Women,2023,16,2023/9/20,B,Preliminary,Tokyo,Japan,Bulgaria,Japan,0,3,20,13,11,-,-,25,25,25,-,-,SET 3,8,7,0,1,,7,7,15,29,0,4,5,9,1,1,10,12,2,2,19,23,11,3,15,3,3,27,33
Women,2023,16,2023/9/20,B,Preliminary,Tokyo,Japan,Japan,Bulgaria,3,0,25,25,25,-,-,20,13,11,-,-,ALL SETS,56,45,5,6,,45,6,40,91,5,14,12,31,6,6,61,73,13,1,26,40,48,8,60,20,0,74,94
Women,2023,16,2023/9/20,B,Preliminary,Tokyo,Japan,Japan,Bulgaria,3,0,25,25,25,-,-,20,13,11,-,-,SET 1,20,17,2,1,,17,4,15,36,2,3,6,11,1,2,21,24,7,0,11,18,20,7,28,11,0,28,39
Women,2023,16,2023/9/20,B,Preliminary,Tokyo,Japan,Japan,Bulgaria,3,0,25,25,25,-,-,20,13,11,-,-,SET 2,22,16,3,3,,16,1,11,28,3,5,3,11,3,3,19,25,3,0,8,11,15,1,18,2,0,26,28
Women,2023,16,2023/9/20,B,Preliminary,Tokyo,Japan,Japan,Bulgaria,3,0,25,25,25,-,-,20,13,11,-,-,SET 3,14,12,0,2,,12,1,14,27,0,6,3,9,2,1,21,24,3,1,7,11,13,0,14,7,0,20,27
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Argentina,Puerto Rico,2,3,30,25,19,23,8,28,19,25,25,15,ALL SETS,77,63,10,4,,63,28,84,175,10,23,27,60,4,12,91,107,14,4,82,100,38,40,140,30,2,148,180
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Argentina,Puerto Rico,2,3,30,25,19,23,8,28,19,25,25,15,SET 1,21,18,1,2,,18,4,23,45,1,4,4,9,2,3,24,29,4,1,21,26,7,14,40,7,2,39,48
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Argentina,Puerto Rico,2,3,30,25,19,23,8,28,19,25,25,15,SET 2,18,15,2,1,,15,7,12,34,2,4,7,13,1,2,22,25,3,0,14,17,13,5,26,8,0,26,34
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Argentina,Puerto Rico,2,3,30,25,19,23,8,28,19,25,25,15,SET 3,12,8,4,0,,8,7,23,38,4,4,6,14,0,3,16,19,4,2,15,21,9,9,33,9,0,29,38
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Argentina,Puerto Rico,2,3,30,25,19,23,8,28,19,25,25,15,SET 4,20,16,3,1,,16,3,14,33,3,8,7,18,1,1,23,25,2,1,20,23,5,10,22,2,0,30,32
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Argentina,Puerto Rico,2,3,30,25,19,23,8,28,19,25,25,15,SET 5,6,6,0,0,,6,7,12,25,0,3,3,6,0,3,6,9,1,0,12,13,4,2,19,4,0,24,28
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Puerto Rico,Argentina,3,2,28,19,25,25,15,30,25,19,23,8,ALL SETS,83,66,13,4,,66,24,88,178,13,23,35,71,4,11,96,111,15,4,76,95,51,37,135,13,1,163,177
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Puerto Rico,Argentina,3,2,28,19,25,25,15,30,25,19,23,8,SET 1,21,18,2,1,,18,6,22,46,2,8,12,22,1,3,25,29,4,2,20,26,13,11,34,2,0,41,43
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Puerto Rico,Argentina,3,2,28,19,25,25,15,30,25,19,23,8,SET 2,13,10,3,0,,10,7,20,37,3,3,5,11,0,2,17,19,1,1,21,23,8,10,31,3,0,36,39
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Puerto Rico,Argentina,3,2,28,19,25,25,15,30,25,19,23,8,SET 3,17,13,2,2,,13,6,18,37,2,5,7,14,2,4,19,25,0,0,16,16,14,3,26,1,1,36,38
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Puerto Rico,Argentina,3,2,28,19,25,25,15,30,25,19,23,8,SET 4,22,20,1,1,,20,5,13,38,1,5,7,13,1,1,22,24,7,1,16,24,10,9,26,6,0,31,37
Women,2023,17,2023/9/22,B,Preliminary,Tokyo,Japan,Puerto Rico,Argentina,3,2,28,19,25,25,15,30,25,19,23,8,SET 5,10,5,5,0,,5,0,15,20,5,2,4,11,0,1,13,14,3,0,3,6,6,4,18,1,0,19,20
Women,2023,18,2023/9/22,B,Preliminary,Tokyo,Japan,Bulgaria,Peru,3,0,25,25,25,-,-,13,18,16,-,-,ALL SETS,60,45,11,4,,45,17,53,115,11,10,24,45,4,9,61,74,10,0,36,46,46,7,80,25,0,87,112
Women,2023,18,2023/9/22,B,Preliminary,Tokyo,Japan,Bulgaria,Peru,3,0,25,25,25,-,-,13,18,16,-,-,SET 1,18,13,4,1,,13,3,10,26,4,3,6,13,1,2,21,24,1,0,11,12,8,2,16,10,0,13,23
Women,2023,18,2023/9/22,B,Preliminary,Tokyo,Japan,Bulgaria,Peru,3,0,25,25,25,-,-,13,18,16,-,-,SET 2,20,15,4,1,,15,8,17,40,4,4,6,14,1,3,22,26,6,0,12,18,15,2,26,8,0,32,40
Women,2023,18,2023/9/22,B,Preliminary,Tokyo,Japan,Bulgaria,Peru,3,0,25,25,25,-,-,13,18,16,-,-,SET 3,22,17,3,2,,17,6,26,49,3,3,12,18,2,4,18,24,3,0,13,16,23,3,38,7,0,42,49
Women,2023,18,2023/9/22,B,Preliminary,Tokyo,Japan,Peru,Bulgaria,0,3,13,18,16,-,-,25,25,25,-,-,ALL SETS,26,21,5,0,,21,23,65,109,5,11,18,34,0,3,46,49,10,4,51,65,20,27,88,15,0,92,107
Women,2023,18,2023/9/22,B,Preliminary,Tokyo,Japan,Peru,Bulgaria,0,3,13,18,16,-,-,25,25,25,-,-,SET 1,9,8,1,0,,8,9,13,30,1,3,3,7,0,2,12,14,4,1,17,22,6,8,20,5,0,23,28
Women,2023,18,2023/9/22,B,Preliminary,Tokyo,Japan,Peru,Bulgaria,0,3,13,18,16,-,-,25,25,25,-,-,SET 2,7,7,0,0,,7,9,22,38,0,1,6,7,0,0,18,18,3,1,19,23,8,11,30,5,0,33,38
Women,2023,18,2023/9/22,B,Preliminary,Tokyo,Japan,Peru,Bulgaria,0,3,13,18,16,-,-,25,25,25,-,-,SET 3,10,6,4,0,,6,5,30,41,4,7,9,20,0,1,16,17,3,2,15,20,6,8,38,5,0,36,41
Women,2023,19,2023/9/22,B,Preliminary,Tokyo,Japan,Brazil,Türkiye,0,3,21,27,19,-,-,25,29,25,-,-,ALL SETS,43,36,4,3,,36,22,50,108,4,14,11,29,3,3,63,69,14,0,53,67,31,9,55,8,1,99,108
Women,2023,19,2023/9/22,B,Preliminary,Tokyo,Japan,Brazil,Türkiye,0,3,21,27,19,-,-,25,29,25,-,-,SET 1,13,12,0,1,,12,3,12,27,0,5,3,8,1,1,20,22,7,0,13,20,5,4,12,2,0,23,25
Women,2023,19,2023/9/22,B,Preliminary,Tokyo,Japan,Brazil,Türkiye,0,3,21,27,19,-,-,25,29,25,-,-,SET 2,19,15,2,2,,15,7,23,45,2,7,5,14,2,2,23,27,2,0,25,27,14,3,19,3,0,40,43
Women,2023,19,2023/9/22,B,Preliminary,Tokyo,Japan,Brazil,Türkiye,0,3,21,27,19,-,-,25,29,25,-,-,SET 3,11,9,2,0,,9,12,15,36,2,2,3,7,0,0,20,20,5,0,15,20,12,2,24,3,1,36,40
Women,2023,19,2023/9/22,B,Preliminary,Tokyo,Japan,Türkiye,Brazil,3,0,25,29,25,-,-,21,27,19,-,-,ALL SETS,67,53,14,0,,53,13,45,111,14,19,22,55,0,10,67,77,12,3,51,66,31,3,50,15,3,91,109
Women,2023,19,2023/9/22,B,Preliminary,Tokyo,Japan,Türkiye,Brazil,3,0,25,29,25,-,-,21,27,19,-,-,SET 1,24,21,3,0,,21,1,10,32,3,4,5,12,0,4,20,24,3,1,17,21,8,3,13,5,2,27,34
Women,2023,19,2023/9/22,B,Preliminary,Tokyo,Japan,Türkiye,Brazil,3,0,25,29,25,-,-,21,27,19,-,-,SET 2,24,20,4,0,,20,6,15,41,4,9,9,22,0,2,27,29,5,2,18,25,15,0,18,3,1,35,39
Women,2023,19,2023/9/22,B,Preliminary,Tokyo,Japan,Türkiye,Brazil,3,0,25,29,25,-,-,21,27,19,-,-,SET 3,19,12,7,0,,12,6,20,38,7,6,8,21,0,4,20,24,4,0,16,20,8,0,19,7,0,29,36
Women,2023,20,2023/9/22,B,Preliminary,Tokyo,Japan,Belgium,Japan,0,3,26,18,14,-,-,28,25,25,-,-,ALL SETS,43,37,5,1,,37,14,45,96,5,13,19,37,1,8,51,60,12,3,51,66,29,15,58,19,0,75,94
Women,2023,20,2023/9/22,B,Preliminary,Tokyo,Japan,Belgium,Japan,0,3,26,18,14,-,-,28,25,25,-,-,SET 1,19,16,3,0,,16,5,16,37,3,5,8,16,0,3,24,27,6,0,15,21,14,5,26,10,0,25,35
Women,2023,20,2023/9/22,B,Preliminary,Tokyo,Japan,Belgium,Japan,0,3,26,18,14,-,-,28,25,25,-,-,SET 2,12,9,2,1,,9,4,13,26,2,4,6,12,1,2,15,18,2,1,19,22,6,6,14,6,0,20,26
Women,2023,20,2023/9/22,B,Preliminary,Tokyo,Japan,Belgium,Japan,0,3,26,18,14,-,-,28,25,25,-,-,SET 3,12,12,0,0,,12,5,16,33,0,4,5,9,0,3,12,15,4,2,17,23,9,4,18,3,0,30,33
Women,2023,20,2023/9/22,B,Preliminary,Tokyo,Japan,Japan,Belgium,3,0,28,25,25,-,-,26,18,14,-,-,ALL SETS,61,52,6,3,,52,7,47,106,6,5,15,26,3,11,63,77,2,1,49,52,35,10,57,18,2,79,99
Women,2023,20,2023/9/22,B,Preliminary,Tokyo,Japan,Japan,Belgium,3,0,28,25,25,-,-,26,18,14,-,-,SET 1,22,19,3,0,,19,4,23,46,3,4,4,11,0,6,21,27,2,0,22,24,12,5,23,10,0,32,42
Women,2023,20,2023/9/22,B,Preliminary,Tokyo,Japan,Japan,Belgium,3,0,28,25,25,-,-,26,18,14,-,-,SET 2,20,18,1,1,,18,2,13,33,1,0,2,3,1,4,21,26,0,1,15,16,11,4,17,4,2,25,31
Women,2023,20,2023/9/22,B,Preliminary,Tokyo,Japan,Japan,Belgium,3,0,28,25,25,-,-,26,18,14,-,-,SET 3,19,15,2,2,,15,1,11,27,2,1,9,12,2,1,21,24,0,0,12,12,12,1,17,4,0,22,26
Women,2023,21,2023/9/23,B,Preliminary,Tokyo,Japan,Peru,Puerto Rico,0,3,24,22,21,-,-,26,25,25,-,-,ALL SETS,51,43,5,3,,43,17,83,143,5,12,21,38,3,6,60,69,16,3,49,68,79,35,124,13,1,134,148
Women,2023,21,2023/9/23,B,Preliminary,Tokyo,Japan,Peru,Puerto Rico,0,3,24,22,21,-,-,26,25,25,-,-,SET 1,17,12,3,2,,12,4,28,44,3,5,6,14,2,4,19,25,8,2,13,23,23,11,40,4,0,43,47
Women,2023,21,2023/9/23,B,Preliminary,Tokyo,Japan,Peru,Puerto Rico,0,3,24,22,21,-,-,26,25,25,-,-,SET 2,17,16,1,0,,16,4,21,41,1,5,8,14,0,2,20,22,5,0,17,22,20,12,34,2,1,39,42
Women,2023,21,2023/9/23,B,Preliminary,Tokyo,Japan,Peru,Puerto Rico,0,3,24,22,21,-,-,26,25,25,-,-,SET 3,17,15,1,1,,15,9,34,58,1,2,7,10,1,0,21,22,3,1,19,23,36,12,50,7,0,52,59
Women,2023,21,2023/9/23,B,Preliminary,Tokyo,Japan,Puerto Rico,Peru,3,0,26,25,25,-,-,24,22,21,-,-,ALL SETS,60,48,9,3,,48,10,70,128,9,18,37,64,3,6,65,74,5,3,55,63,75,24,106,24,2,109,135
Women,2023,21,2023/9/23,B,Preliminary,Tokyo,Japan,Puerto Rico,Peru,3,0,26,25,25,-,-,24,22,21,-,-,SET 1,19,15,2,2,,15,4,21,40,2,5,12,19,2,2,21,25,0,2,19,21,24,8,35,3,1,40,44
Women,2023,21,2023/9/23,B,Preliminary,Tokyo,Japan,Puerto Rico,Peru,3,0,26,25,25,-,-,24,22,21,-,-,SET 2,21,18,3,0,,18,3,18,39,3,8,9,20,0,3,22,25,5,0,15,20,21,6,29,12,0,30,42
Women,2023,21,2023/9/23,B,Preliminary,Tokyo,Japan,Puerto Rico,Peru,3,0,26,25,25,-,-,24,22,21,-,-,SET 3,20,15,4,1,,15,3,31,49,4,5,16,25,1,1,22,24,0,1,21,22,30,10,42,9,1,39,49
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Argentina,Bulgaria,3,2,25,14,25,19,18,14,25,20,25,16,ALL SETS,76,54,15,7,,54,25,92,171,15,26,40,81,7,9,85,101,16,4,71,91,77,31,132,29,0,137,166
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Argentina,Bulgaria,3,2,25,14,25,19,18,14,25,20,25,16,SET 1,18,12,3,3,,12,4,11,27,3,3,6,12,3,3,18,24,3,2,9,14,15,2,20,6,0,23,29
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Argentina,Bulgaria,3,2,25,14,25,19,18,14,25,20,25,16,SET 2,11,9,2,0,,9,5,29,43,2,6,10,18,0,2,13,15,2,1,20,23,18,9,34,4,0,35,39
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Argentina,Bulgaria,3,2,25,14,25,19,18,14,25,20,25,16,SET 3,19,14,5,0,,14,4,17,35,5,2,11,18,0,1,23,24,5,1,13,19,16,9,30,3,0,31,34
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Argentina,Bulgaria,3,2,25,14,25,19,18,14,25,20,25,16,SET 4,14,9,2,3,,9,10,16,35,2,8,5,15,3,2,15,20,2,0,18,20,12,5,23,9,0,23,32
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Argentina,Bulgaria,3,2,25,14,25,19,18,14,25,20,25,16,SET 5,14,10,3,1,,10,2,19,31,3,7,8,18,1,1,16,18,4,0,11,15,16,6,25,7,0,25,32
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Bulgaria,Argentina,2,3,14,25,20,25,16,25,14,25,19,18,ALL SETS,74,62,8,4,,62,28,95,185,8,21,38,67,4,9,87,100,13,7,72,92,105,29,145,22,2,162,186
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Bulgaria,Argentina,2,3,14,25,20,25,16,25,14,25,19,18,SET 1,8,5,1,2,,5,7,17,29,1,6,1,8,2,1,12,15,5,3,13,21,15,6,23,3,2,25,30
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Bulgaria,Argentina,2,3,14,25,20,25,16,25,14,25,19,18,SET 3,16,14,1,1,,14,9,20,43,1,5,9,15,1,2,18,21,2,0,21,23,21,9,31,6,0,37,43
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Bulgaria,Argentina,2,3,14,25,20,25,16,25,14,25,19,18,SET 4,17,13,4,0,,13,2,17,32,4,2,6,12,0,4,20,24,4,3,11,18,18,4,26,6,0,27,33
Women,2023,22,2023/9/23,B,Preliminary,Tokyo,Japan,Bulgaria,Argentina,2,3,14,25,20,25,16,25,14,25,19,18,SET 5,13,13,0,0,,13,6,17,36,0,5,8,13,0,1,15,16,0,1,16,17,20,4,26,3,0,34,37
Women,2023,23,2023/9/23,B,Preliminary,Tokyo,Japan,Belgium,Brazil,0,3,18,14,20,-,-,25,25,25,-,-,ALL SETS,40,33,7,0,,33,21,49,103,7,7,9,23,0,9,44,53,15,6,49,70,33,16,55,16,2,89,107
Women,2023,23,2023/9/23,B,Preliminary,Tokyo,Japan,Belgium,Brazil,0,3,18,14,20,-,-,25,25,25,-,-,SET 1,16,15,1,0,,15,6,18,39,1,2,2,5,0,5,13,18,4,3,18,25,10,5,18,6,0,33,39
Women,2023,23,2023/9/23,B,Preliminary,Tokyo,Japan,Belgium,Brazil,0,3,18,14,20,-,-,25,25,25,-,-,SET 2,9,6,3,0,,6,10,19,35,3,4,4,11,0,0,15,15,2,1,19,22,12,5,18,3,1,32,36
Women,2023,23,2023/9/23,B,Preliminary,Tokyo,Japan,Belgium,Brazil,0,3,18,14,20,-,-,25,25,25,-,-,SET 3,15,12,3,0,,12,5,12,29,3,1,3,7,0,4,16,20,9,2,12,23,11,6,19,7,1,24,32
Women,2023,23,2023/9/23,B,Preliminary,Tokyo,Japan,Brazil,Belgium,3,0,25,25,25,-,-,18,14,20,-,-,ALL SETS,53,37,10,6,,37,14,37,88,10,10,20,40,6,4,64,74,21,0,23,44,38,12,59,11,1,74,86
Women,2023,23,2023/9/23,B,Preliminary,Tokyo,Japan,Brazil,Belgium,3,0,25,25,25,-,-,18,14,20,-,-,SET 1,17,11,3,3,,11,3,11,25,3,3,11,17,3,0,22,25,7,0,6,13,9,7,19,5,0,18,23
Women,2023,23,2023/9/23,B,Preliminary,Tokyo,Japan,Brazil,Belgium,3,0,25,25,25,-,-,18,14,20,-,-,SET 2,19,13,5,1,,13,6,13,32,5,0,6,11,1,2,21,24,7,0,8,15,13,3,20,2,0,27,29
Women,2023,23,2023/9/23,B,Preliminary,Tokyo,Japan,Brazil,Belgium,3,0,25,25,25,-,-,18,14,20,-,-,SET 3,17,13,2,2,,13,5,13,31,2,7,3,12,2,2,21,25,7,0,9,16,16,2,20,4,1,29,34
Women,2023,24,2023/9/23,B,Preliminary,Tokyo,Japan,Japan,Türkiye,1,3,25,22,24,12,-,22,25,26,25,-,ALL SETS,58,47,9,2,,47,15,62,124,9,18,16,43,2,8,74,84,22,8,55,85,41,18,71,18,2,104,124
